ID,averageAge,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
588,39.0,1,14453.0,1126.0,8,2,1
589,50.0,1,14437.0,967.0,7,2,1
590,30.0,0,15562.0,1348.0,4,1,1
591,40.0,1,19170.0,2479.0,4,1,1
592,30.0,1,11677.0,124.0,8,2,1
593,45.0,0,24434.0,3003.0,4,1,1
594,40.0,0,13501.0,507.0,12,3,1
595,25.0,0,19723.0,2609.0,4,1,1
596,25.0,1,12629.0,299.0,4,1,1
597,30.0,0,21156.0,2810.0,4,1,1
598,25.0,1,12318.0,215.0,4,1,1
599,45.0,1,13781.0,664.0,4,1,1
600,40.0,1,10986.0,48.0,4,1,1
601,24.0,0,14728.0,960.0,8,2,1
602,35.0,0,19125.0,2470.0,4,1,1
603,38.0,1,12560.0,291.0,11,3,1
604,35.0,1,16394.0,1650.0,4,1,1
605,30.0,1,19040.0,2446.0,4,1,1
606,45.0,0,19014.0,2436.0,4,1,1
607,24.0,1,17503.0,2070.0,8,2,1
608,38.0,1,15413.0,2514.0,12,3,1
609,45.0,0,14441.0,952.0,4,1,1
610,24.0,1,14651.0,1857.0,12,3,1
611,40.0,0,22347.0,2916.0,4,1,1
612,39.0,0,16240.0,1836.0,10,3,1
613,40.0,1,13966.0,724.0,4,1,1
614,45.0,1,16471.0,1683.0,4,1,1
615,40.0,1,12310.0,214.0,4,1,1
616,35.0,1,15098.0,1186.0,4,1,1
617,35.0,1,15034.0,1164.0,4,1,1
618,30.0,0,17522.0,2062.0,4,1,1
619,25.0,0,15622.0,1367.0,4,1,1
620,50.0,1,14369.0,924.0,4,1,1
621,15.0,1,14849.0,1090.0,4,1,1
622,40.0,0,18132.0,2237.0,4,1,1
623,30.0,0,19363.0,2526.0,4,1,1
624,44.0,1,18050.0,2348.0,13,4,1
625,55.0,1,14195.0,833.0,4,1,1
626,25.0,0,17311.0,1982.0,4,1,1
627,34.0,0,13111.0,2161.0,12,3,1
628,25.0,0,14943.0,1134.0,4,1,1
629,38.0,1,12116.0,2329.0,8,2,1
630,25.0,1,18085.0,2225.0,4,1,1
631,20.0,0,18623.0,2356.0,4,1,1
632,40.0,0,14667.0,1028.0,4,1,1
633,35.0,1,13820.0,672.0,4,1,1
634,48.0,1,12045.0,143.0,7,2,1
635,49.0,1,11672.0,128.0,33,13,1
636,40.0,0,18601.0,2352.0,4,1,1
637,55.0,1,16593.0,1720.0,4,1,1
638,35.0,1,18848.0,2258.0,8,2,1
639,25.0,0,20657.0,2745.0,4,1,1
640,40.0,0,14494.0,973.0,4,1,1
641,25.0,1,16515.0,1694.0,4,1,1
642,50.0,1,16978.0,1865.0,4,1,1
643,40.0,1,16959.0,1853.0,4,1,1
644,54.0,1,16548.0,1733.0,8,2,1
645,30.0,0,18132.0,2236.0,4,1,1
646,30.0,1,12265.0,208.0,4,1,1
647,45.0,1,19059.0,2454.0,4,1,1
648,50.0,1,20830.0,2765.0,4,1,1
649,45.0,1,14875.0,1102.0,4,1,1
650,40.0,1,16981.0,1867.0,4,1,1
651,50.0,0,16112.0,1551.0,4,1,1
652,38.0,1,10195.0,987.0,8,2,1
653,40.0,1,9849.0,540.0,16,4,1
654,35.0,0,17546.0,2073.0,4,1,1
655,45.0,1,16946.0,1847.0,4,1,1
656,30.0,0,15804.0,1418.0,4,1,1
657,30.0,1,10648.0,23.0,8,2,1
658,35.0,1,13039.0,384.0,8,2,1
659,54.0,0,21447.0,3056.0,8,2,1
660,40.0,1,13506.0,540.0,8,2,1
661,40.0,1,13757.0,626.0,12,3,1
662,30.0,1,11864.0,136.0,4,1,1
663,56.0,1,14946.0,999.0,14,4,1
664,45.0,0,18249.0,2264.0,12,3,1
665,25.0,1,16117.0,1554.0,4,1,1
666,33.0,0,10744.0,1728.0,8,2,1
667,35.0,1,11083.0,57.0,4,1,1
668,30.0,1,12692.0,255.0,8,2,1
669,35.0,0,17268.0,1972.0,4,1,1
670,40.0,1,21258.0,2880.0,12,3,1
671,50.0,0,20341.0,2708.0,4,1,1
672,50.0,0,17190.0,1940.0,4,1,1
673,35.0,0,18471.0,2323.0,4,1,1
674,35.0,1,15990.0,1490.0,4,1,1
675,30.0,1,16105.0,1548.0,4,1,1
676,50.0,1,18216.0,2260.0,4,1,1
677,25.0,0,13711.0,639.0,4,1,1
678,25.0,1,14360.0,916.0,4,1,1
679,35.0,0,17744.0,2125.0,4,1,1
680,29.0,1,14194.0,727.0,8,2,1
681,35.0,0,20405.0,2718.0,4,1,1
682,28.0,1,14416.0,820.0,7,2,1
683,50.0,1,18169.0,2249.0,4,1,1
684,25.0,0,16468.0,1682.0,4,1,1
685,25.0,1,15479.0,1320.0,4,1,1
686,40.0,0,25879.0,3042.0,4,1,1
687,25.0,0,14332.0,899.0,4,1,1
688,20.0,1,14146.0,812.0,4,1,1
689,25.0,1,12129.0,181.0,4,1,1
690,25.0,1,20927.0,2780.0,4,1,1
691,30.0,0,17780.0,2137.0,4,1,1
692,44.0,1,13349.0,1732.0,12,3,1
693,29.0,0,15992.0,1419.0,8,2,1
694,30.0,1,14827.0,1080.0,4,1,1
695,40.0,1,12065.0,173.0,4,1,1
696,40.0,1,16586.0,1716.0,4,1,1
697,56.0,1,16409.0,1766.0,21,6,1
698,35.0,1,17365.0,2001.0,4,1,1
699,35.0,0,22167.0,2902.0,4,1,1
700,60.0,1,20959.0,3042.0,18,5,1
701,47.0,0,15184.0,1135.0,17,5,1
702,30.0,1,20991.0,2792.0,4,1,1
703,30.0,1,22288.0,2766.0,8,2,1
704,48.0,0,17526.0,2158.0,17,5,1
705,30.0,0,21863.0,2875.0,4,1,1
706,45.0,1,13922.0,708.0,4,1,1
707,55.0,1,18229.0,2264.0,4,1,1
708,62.0,1,24822.0,3094.0,12,3,1
709,35.0,1,10739.0,25.0,4,1,1
710,15.0,1,19258.0,2500.0,4,1,1
711,25.0,0,19322.0,2515.0,4,1,1
712,35.0,1,16026.0,1510.0,4,1,1
713,30.0,1,12594.0,288.0,4,1,1
714,30.0,1,16558.0,1674.0,8,2,1
715,45.0,1,18737.0,2376.0,4,1,1
716,40.0,1,17808.0,2144.0,4,1,1
717,50.0,1,11129.0,62.0,4,1,1
718,35.0,0,16692.0,1757.0,4,1,1
719,30.0,1,15268.0,1253.0,4,1,1
720,38.0,1,20176.0,2921.0,7,2,1
721,25.0,0,12143.0,200.0,8,2,1
722,45.0,1,13235.0,466.0,4,1,1
723,35.0,0,16591.0,1719.0,4,1,1
724,40.0,0,17637.0,2034.0,12,3,1
725,35.0,0,16961.0,1855.0,4,1,1
726,35.0,1,12981.0,391.0,4,1,1
727,25.0,0,14600.0,1010.0,4,1,1
728,35.0,1,14205.0,837.0,4,1,1
729,45.0,1,15124.0,1185.0,11,3,1
730,35.0,1,16517.0,1697.0,4,1,1
731,45.0,1,11965.0,156.0,4,1,1
732,40.0,1,14551.0,994.0,4,1,1
733,25.0,0,13998.0,737.0,4,1,1
734,25.0,1,15974.0,1487.0,4,1,1
735,35.0,1,15228.0,1234.0,4,1,1
736,50.0,0,16175.0,1579.0,4,1,1
737,40.0,1,18431.0,2315.0,4,1,1
738,20.0,0,14661.0,1027.0,4,1,1
739,35.0,1,17536.0,2069.0,4,1,1
740,30.0,0,13666.0,589.0,8,2,1
741,30.0,1,16764.0,1785.0,4,1,1
742,30.0,0,21863.0,2876.0,4,1,1
743,35.0,1,12466.0,253.0,4,1,1
744,45.0,1,11990.0,163.0,4,1,1
745,30.0,1,21744.0,2856.0,4,1,1
746,35.0,0,17036.0,1883.0,4,1,1
747,25.0,1,15729.0,1394.0,4,1,1
748,40.0,0,23613.0,2981.0,4,1,1
749,40.0,0,17939.0,2110.0,8,2,1
750,40.0,1,15182.0,1220.0,4,1,1
751,45.0,1,13921.0,707.0,4,1,1
752,40.0,1,12177.0,169.0,8,2,1
753,55.0,0,21903.0,2879.0,4,1,1
754,30.0,1,18000.0,2208.0,4,1,1
755,25.0,0,16607.0,1723.0,4,1,1
756,45.0,0,22185.0,2908.0,4,1,1
757,35.0,1,16633.0,1736.0,4,1,1
758,20.0,1,17369.0,2007.0,4,1,1
759,42.0,0,20327.0,2559.0,8,2,1
760,35.0,1,17724.0,2116.0,4,1,1
761,35.0,1,14096.0,791.0,4,1,1
762,42.0,1,15113.0,1001.0,27,10,1
763,30.0,1,15810.0,1420.0,4,1,1
764,35.0,1,16348.0,1633.0,4,1,1
765,56.0,1,14772.0,930.0,12,4,1
766,30.0,0,17865.0,2160.0,4,1,1
767,30.0,1,16057.0,1522.0,4,1,1
768,25.0,0,19662.0,2591.0,4,1,1
769,40.0,0,12409.0,231.0,17,6,1
770,57.0,1,12370.0,228.0,8,2,1
771,40.0,0,21750.0,2861.0,4,1,1
772,35.0,1,17028.0,1831.0,8,2,1
773,30.0,0,16136.0,1519.0,8,2,1
774,45.0,1,14131.0,774.0,8,2,1
775,40.0,1,17377.0,2010.0,4,1,1
776,31.0,1,15474.0,1323.0,8,2,1
777,25.0,1,17981.0,2199.0,4,1,1
778,60.0,1,17432.0,2027.0,4,1,1
779,29.0,1,11311.0,94.0,14,5,1
780,25.0,1,15916.0,1454.0,4,1,1
781,50.0,1,12517.0,262.0,4,1,1
782,45.0,1,15485.0,1321.0,4,1,1
783,30.0,0,18023.0,2215.0,4,1,1
784,55.0,0,15534.0,1337.0,4,1,1
785,50.0,1,16757.0,1782.0,4,1,1
786,45.0,0,17600.0,2013.0,8,2,1
787,35.0,1,18355.0,2295.0,4,1,1
788,34.0,1,9324.0,950.0,8,2,1
789,71.0,1,17868.0,1964.0,18,7,1
790,25.0,1,16882.0,1829.0,4,1,1
791,35.0,0,18097.0,2231.0,4,1,1
792,30.0,1,20090.0,2675.0,4,1,1
793,45.0,1,19148.0,2473.0,4,1,1
794,45.0,0,12881.0,365.0,4,1,1
795,30.0,1,15717.0,1390.0,4,1,1
796,25.0,0,14925.0,1087.0,8,2,1
797,35.0,1,16541.0,1682.0,12,3,1
798,45.0,0,16487.0,1688.0,4,1,1
799,30.0,0,16831.0,1812.0,4,1,1
800,30.0,0,17817.0,2146.0,4,1,1
801,45.0,1,16517.0,1545.0,6,2,1
802,45.0,1,15079.0,1178.0,4,1,1
803,60.0,1,22288.0,2912.0,4,1,1
804,22.0,1,10231.0,111.0,16,4,1
805,35.0,1,17870.0,2282.0,11,3,1
806,30.0,1,16202.0,1587.0,4,1,1
807,40.0,0,23666.0,2985.0,4,1,1
808,48.0,0,20405.0,3057.0,11,3,1
809,45.0,1,14364.0,921.0,4,1,1
810,30.0,0,16835.0,1814.0,4,1,1
811,30.0,1,11380.0,82.0,4,1,1
812,25.0,1,14091.0,787.0,4,1,1
813,40.0,0,13784.0,594.0,12,3,1
814,40.0,1,12554.0,271.0,4,1,1
815,20.0,1,25476.0,3032.0,4,1,1
816,40.0,1,14373.0,926.0,4,1,1
817,40.0,1,18181.0,2252.0,4,1,1
818,50.0,1,13736.0,646.0,4,1,1
819,60.0,1,18251.0,2425.0,18,5,1
820,55.0,1,13578.0,1620.0,16,4,1
821,30.0,1,10725.0,24.0,4,1,1
822,45.0,0,18247.0,2268.0,4,1,1
823,45.0,0,16761.0,1784.0,4,1,1
824,35.0,0,16495.0,1691.0,4,1,1
825,45.0,1,19108.0,2466.0,4,1,1
826,40.0,0,16867.0,1822.0,4,1,1
827,45.0,1,11356.0,80.0,4,1,1
828,55.0,1,14100.0,792.0,4,1,1
829,45.0,1,12152.0,188.0,4,1,1
830,30.0,0,17292.0,1978.0,4,1,1
831,30.0,1,10911.0,40.0,4,1,1
832,40.0,0,16202.0,1586.0,4,1,1
833,40.0,1,12781.0,350.0,11,3,1
834,34.0,0,22661.0,3166.0,8,2,1
835,40.0,1,16831.0,1811.0,4,1,1
836,45.0,1,19672.0,2594.0,4,1,1
837,24.0,0,15100.0,1304.0,10,3,1
838,45.0,1,13285.0,480.0,4,1,1
839,30.0,1,13256.0,471.0,4,1,1
840,50.0,1,16100.0,1542.0,4,1,1
841,40.0,0,21294.0,2825.0,4,1,1
842,30.0,0,12581.0,282.0,4,1,1
843,40.0,1,14140.0,808.0,4,1,1
844,45.0,1,14527.0,985.0,4,1,1
845,20.0,1,14394.0,936.0,4,1,1
846,40.0,1,10727.0,26.0,8,2,1
847,44.0,1,15898.0,1498.0,11,3,1
848,45.0,1,15028.0,1160.0,4,1,1
849,40.0,1,16380.0,1645.0,4,1,1
850,57.0,0,21294.0,2825.0,19,6,1
851,40.0,0,15163.0,1214.0,4,1,1
852,35.0,0,15609.0,1362.0,4,1,1
853,30.0,1,11299.0,76.0,4,1,1
854,35.0,0,16684.0,1754.0,4,1,1
855,35.0,1,14638.0,958.0,8,2,1
856,40.0,1,16068.0,1528.0,4,1,1
857,32.0,0,14712.0,1888.0,12,3,1
858,55.0,1,13854.0,684.0,4,1,1
859,35.0,1,14152.0,816.0,4,1,1
860,45.0,0,19020.0,2437.0,4,1,1
861,49.0,1,16528.0,1376.0,31,12,1
862,50.0,1,15754.0,1402.0,4,1,1
863,45.0,0,21431.0,2835.0,4,1,1
864,35.0,0,19325.0,2518.0,4,1,1
865,50.0,1,19674.0,2597.0,4,1,1
866,35.0,1,12657.0,312.0,4,1,1
867,40.0,0,17281.0,1975.0,4,1,1
868,40.0,0,20404.0,2717.0,4,1,1
869,45.0,1,16463.0,1680.0,4,1,1
870,49.0,1,14429.0,874.0,14,4,1
871,55.0,0,16920.0,1841.0,4,1,1
872,30.0,1,17060.0,1896.0,4,1,1
873,35.0,1,17989.0,2202.0,4,1,1
874,30.0,0,13523.0,3042.0,8,2,1
875,30.0,1,10908.0,39.0,4,1,1
876,20.0,0,14515.0,982.0,4,1,1
877,40.0,1,16032.0,1477.0,8,2,1
878,30.0,1,13322.0,497.0,4,1,1
879,40.0,1,16117.0,1552.0,4,1,1
880,50.0,1,17444.0,2032.0,4,1,1
881,20.0,1,25698.0,3036.0,4,1,1
882,35.0,0,12620.0,295.0,4,1,1
883,50.0,1,20923.0,2778.0,4,1,1
884,20.0,0,14969.0,1145.0,4,1,1
885,40.0,1,17581.0,2084.0,4,1,1
886,59.0,1,17335.0,1785.0,25,10,1
887,31.0,1,14612.0,836.0,6,2,1
888,40.0,1,13726.0,643.0,4,1,1
889,15.0,1,17047.0,1890.0,4,1,1
890,30.0,1,16249.0,1600.0,4,1,1
891,58.0,1,16056.0,1696.0,7,2,1
892,40.0,1,13185.0,454.0,4,1,1
893,45.0,1,13609.0,595.0,4,1,1
894,55.0,1,14237.0,851.0,4,1,1
895,25.0,0,17026.0,1879.0,4,1,1
896,50.0,1,15965.0,1480.0,4,1,1
897,40.0,0,16823.0,1806.0,4,1,1
898,40.0,1,18426.0,2314.0,4,1,1
899,40.0,1,19164.0,2477.0,4,1,1
900,35.0,1,15568.0,1352.0,4,1,1
901,30.0,1,14690.0,1038.0,4,1,1
902,45.0,0,17096.0,1908.0,4,1,1
903,35.0,1,14695.0,1039.0,4,1,1
904,45.0,0,15097.0,1106.0,12,3,1
905,25.0,1,19740.0,2611.0,4,1,1
906,25.0,1,18032.0,2216.0,4,1,1
907,40.0,1,11707.0,116.0,4,1,1
908,20.0,0,15500.0,1324.0,4,1,1
909,47.0,1,13826.0,596.0,13,4,1
910,30.0,0,18813.0,2391.0,4,1,1
911,45.0,0,23668.0,2986.0,4,1,1
912,20.0,1,11169.0,69.0,4,1,1
913,44.0,0,12542.0,1175.0,16,4,1
914,45.0,1,13904.0,700.0,4,1,1
915,30.0,1,19594.0,2577.0,4,1,1
916,35.0,1,14710.0,1046.0,4,1,1
917,60.0,1,18775.0,2383.0,4,1,1
918,50.0,1,11927.0,901.0,15,4,1
919,30.0,1,12747.0,334.0,4,1,1
920,50.0,1,12722.0,328.0,4,1,1
921,35.0,1,16628.0,1734.0,4,1,1
922,54.0,1,18012.0,2356.0,11,3,1
923,40.0,1,14258.0,859.0,4,1,1
924,35.0,0,16950.0,1849.0,4,1,1
925,55.0,1,17910.0,2175.0,4,1,1
926,45.0,1,13177.0,451.0,4,1,1
927,25.0,0,16751.0,1778.0,4,1,1
928,30.0,1,19408.0,2435.0,8,2,1
929,40.0,1,16993.0,1785.0,11,4,1
930,40.0,1,16402.0,1654.0,4,1,1
931,35.0,0,18426.0,2313.0,4,1,1
932,25.0,0,13851.0,682.0,4,1,1
933,20.0,1,18303.0,2281.0,4,1,1
934,45.0,1,12738.0,333.0,4,1,1
935,35.0,1,11888.0,139.0,4,1,1
936,37.0,1,13882.0,862.0,8,2,1
937,44.0,1,11577.0,90.0,15,4,1
938,30.0,1,13477.0,526.0,8,2,1
939,35.0,0,15835.0,1428.0,4,1,1
940,35.0,0,20022.0,2669.0,4,1,1
941,35.0,0,14697.0,1042.0,4,1,1
942,29.0,0,15928.0,1397.0,12,3,1
943,40.0,1,14860.0,1094.0,4,1,1
944,35.0,1,19944.0,2656.0,4,1,1
945,47.0,1,17883.0,2043.0,13,4,1
946,30.0,1,11719.0,117.0,4,1,1
947,20.0,0,19908.0,2649.0,4,1,1
948,45.0,0,14278.0,871.0,4,1,1
949,30.0,1,14033.0,759.0,4,1,1
950,30.0,1,13527.0,568.0,4,1,1
951,49.0,1,16013.0,1445.0,17,6,1
952,55.0,1,14813.0,1073.0,4,1,1
953,35.0,1,13683.0,627.0,4,1,1
954,30.0,0,19594.0,2576.0,4,1,1
955,36.0,1,10350.0,99.0,22,6,1
956,35.0,1,13526.0,566.0,4,1,1
957,49.0,1,12375.0,1130.0,16,4,1
958,35.0,1,12156.0,191.0,4,1,1
959,43.0,1,12971.0,326.0,5,2,1
960,30.0,1,19499.0,2549.0,4,1,1
961,45.0,1,14877.0,1103.0,4,1,1
962,60.0,0,26201.0,3044.0,4,1,1
963,74.0,1,21315.0,2368.0,24,10,1
964,50.0,1,19205.0,2488.0,4,1,1
965,45.0,1,11987.0,162.0,4,1,1
966,35.0,0,16537.0,1699.0,4,1,1
967,30.0,1,12647.0,308.0,4,1,1
968,40.0,0,18533.0,2334.0,4,1,1
969,30.0,1,12367.0,224.0,4,1,1
970,20.0,0,20424.0,2721.0,4,1,1
971,50.0,0,15057.0,1086.0,8,2,1
972,30.0,1,13512.0,563.0,4,1,1
973,25.0,1,17405.0,2021.0,4,1,1
974,45.0,1,15591.0,1358.0,4,1,1
975,20.0,0,17995.0,2207.0,4,1,1
976,40.0,0,20062.0,2671.0,4,1,1
977,50.0,1,14228.0,847.0,4,1,1
978,45.0,1,17047.0,1889.0,4,1,1
979,34.0,1,14473.0,2326.0,8,2,1
980,55.0,1,18321.0,2285.0,4,1,1
981,38.0,1,13109.0,959.0,14,5,1
982,30.0,0,16017.0,1504.0,4,1,1
983,40.0,1,19863.0,2640.0,4,1,1
984,30.0,0,18621.0,2355.0,4,1,1
985,44.0,1,19261.0,2706.0,15,4,1
986,32.0,1,14160.0,753.0,15,4,1
987,55.0,1,18064.0,2219.0,4,1,1
988,40.0,1,14166.0,821.0,4,1,1
989,45.0,0,17267.0,1970.0,4,1,1
990,30.0,0,15800.0,1416.0,4,1,1
991,25.0,0,16572.0,1714.0,4,1,1
992,45.0,1,13696.0,633.0,4,1,1
993,40.0,1,17700.0,2112.0,4,1,1
994,45.0,1,13457.0,540.0,4,1,1
995,50.0,0,20226.0,2688.0,4,1,1
996,44.0,1,12170.0,211.0,11,3,1
997,20.0,1,23489.0,2972.0,4,1,1
998,45.0,1,17490.0,2046.0,4,1,1
999,35.0,0,15171.0,1217.0,4,1,1
1000,35.0,1,14909.0,1019.0,9,3,1
1001,65.0,1,17568.0,2079.0,4,1,1
1002,45.0,1,13377.0,517.0,4,1,1
1003,40.0,1,17500.0,2050.0,4,1,1
1004,30.0,1,17636.0,2097.0,4,1,1
1005,25.0,0,16749.0,1777.0,4,1,1
1006,25.0,1,11622.0,106.0,4,1,1
1007,45.0,1,16296.0,1380.0,16,5,1
1008,40.0,1,12435.0,245.0,4,1,1
1009,40.0,1,17521.0,2061.0,4,1,1
1010,60.0,0,25685.0,3035.0,4,1,1
1011,35.0,0,20370.0,2713.0,4,1,1
1012,50.0,1,14809.0,1071.0,4,1,1
1013,33.0,1,15171.0,969.0,9,3,1
1014,25.0,0,20927.0,2779.0,4,1,1
1015,45.0,1,15422.0,1254.0,8,2,1
1016,50.0,1,14960.0,1142.0,4,1,1
1017,25.0,1,14071.0,776.0,4,1,1
1018,55.0,1,16256.0,1603.0,4,1,1
1019,45.0,0,18411.0,2311.0,4,1,1
1020,20.0,0,16622.0,1728.0,4,1,1
1021,35.0,0,25305.0,3029.0,4,1,1
1022,25.0,1,16273.0,1607.0,4,1,1
1023,25.0,0,12139.0,183.0,4,1,1
1024,25.0,0,14116.0,800.0,4,1,1
1025,30.0,0,16799.0,1573.0,6,2,1
1026,40.0,0,18143.0,2534.0,7,2,1
1027,45.0,1,13957.0,716.0,4,1,1
1028,40.0,1,15231.0,1237.0,4,1,1
1029,35.0,1,14314.0,885.0,4,1,1
1030,20.0,1,11805.0,128.0,4,1,1
1031,43.0,1,11731.0,97.0,13,4,1
1032,40.0,1,15379.0,1281.0,4,1,1
1033,40.0,1,14135.0,805.0,4,1,1
1034,39.0,1,20270.0,2855.0,8,2,1
1035,20.0,0,16589.0,1717.0,4,1,1
1036,30.0,1,17741.0,2123.0,4,1,1
1037,30.0,1,21110.0,2804.0,4,1,1
1038,39.0,1,20765.0,3056.0,18,5,1
1039,50.0,1,14727.0,1051.0,4,1,1
1040,40.0,1,18835.0,2392.0,4,1,1
1041,45.0,0,16282.0,1612.0,4,1,1
1042,40.0,1,14831.0,1009.0,8,2,1
1043,40.0,1,16099.0,1541.0,4,1,1
1044,45.0,1,15551.0,1342.0,4,1,1
1045,35.0,1,16756.0,1781.0,4,1,1
1046,40.0,1,13750.0,652.0,4,1,1
1047,35.0,1,12386.0,232.0,4,1,1
1048,25.0,0,18755.0,2379.0,4,1,1
1049,32.0,1,19037.0,2557.0,11,3,1
1050,40.0,0,23492.0,2973.0,4,1,1
1051,35.0,1,12085.0,177.0,4,1,1
1052,39.0,1,9958.0,1780.0,8,2,1
1053,60.0,1,20701.0,2536.0,8,2,1
1054,20.0,1,15647.0,1371.0,4,1,1
1055,25.0,1,14339.0,905.0,4,1,1
1056,35.0,1,9776.0,6.0,4,1,1
1057,38.0,0,18511.0,2443.0,20,6,1
1058,30.0,0,12970.0,1849.0,12,3,1
1059,50.0,1,16718.0,1737.0,12,3,1
1060,35.0,1,13343.0,504.0,4,1,1
1061,37.0,0,20819.0,2741.0,12,3,1
1062,25.0,1,18614.0,2223.0,8,2,1
1063,57.0,1,20553.0,2727.0,28,9,1
1064,25.0,1,17563.0,2078.0,4,1,1
1065,42.0,1,17670.0,1925.0,8,2,1
1066,15.0,1,17517.0,1938.0,8,2,1
1067,52.0,0,16751.0,1724.0,20,6,1
1068,30.0,0,21116.0,2806.0,4,1,1
1069,40.0,1,14272.0,867.0,4,1,1
1070,40.0,0,18175.0,2250.0,4,1,1
1071,52.0,1,19506.0,2689.0,15,4,1
1072,40.0,1,12134.0,160.0,12,3,1
1073,35.0,0,17043.0,1887.0,4,1,1
1074,25.0,0,15490.0,1323.0,4,1,1
1075,41.0,1,15355.0,1424.0,13,4,1
1076,55.0,0,21625.0,2845.0,4,1,1
1077,25.0,0,12374.0,228.0,4,1,1
1078,40.0,0,19022.0,2438.0,4,1,1
1079,30.0,0,13479.0,550.0,4,1,1
1080,35.0,1,12331.0,221.0,11,3,1
1081,53.0,0,21952.0,2782.0,7,2,1
1082,45.0,1,11943.0,134.0,8,2,1
1083,25.0,1,16765.0,1786.0,4,1,1
1084,45.0,0,19098.0,2549.0,8,2,1
1085,40.0,0,19962.0,2659.0,4,1,1
1086,30.0,0,18011.0,2211.0,4,1,1
1087,50.0,1,12542.0,269.0,4,1,1
1088,40.0,0,15693.0,1382.0,4,1,1
1089,50.0,1,18020.0,2056.0,8,2,1
1090,45.0,0,16895.0,1833.0,4,1,1
1091,40.0,0,17366.0,2002.0,4,1,1
1092,45.0,0,16454.0,1673.0,4,1,1
1093,50.0,1,17088.0,1987.0,15,4,1
1094,30.0,1,11692.0,114.0,4,1,1
1095,35.0,1,17160.0,1932.0,4,1,1
1096,40.0,1,14003.0,679.0,12,3,1
1097,30.0,1,14930.0,1125.0,4,1,1
1098,35.0,1,12544.0,270.0,4,1,1
1099,25.0,1,13418.0,526.0,4,1,1
1100,45.0,1,13431.0,529.0,4,1,1
1101,24.0,1,13829.0,603.0,11,3,1
1102,35.0,1,13588.0,592.0,4,1,1
1103,35.0,1,15723.0,1392.0,4,1,1
1104,40.0,1,14398.0,939.0,4,1,1
1105,35.0,0,19889.0,2644.0,4,1,1
1106,47.0,1,17306.0,1976.0,26,8,1
1107,45.0,0,19051.0,2354.0,8,2,1
1108,50.0,1,14129.0,716.0,8,2,1
1109,50.0,0,16015.0,1503.0,4,1,1
1110,45.0,0,15025.0,1159.0,4,1,1
1111,40.0,1,17848.0,2155.0,4,1,1
1112,30.0,0,23072.0,2950.0,4,1,1
1113,40.0,0,17367.0,2005.0,4,1,1
1114,34.0,1,20109.0,2703.0,12,3,1
1115,40.0,1,15229.0,1235.0,4,1,1
1116,36.0,1,14560.0,923.0,6,2,1
1117,25.0,1,14079.0,780.0,4,1,1
1118,38.0,0,17348.0,2145.0,14,4,1
1119,40.0,1,12994.0,393.0,4,1,1
1120,35.0,1,15043.0,1122.0,8,2,1
1121,40.0,1,18265.0,2016.0,6,2,1
1122,65.0,0,24219.0,2997.0,4,1,1
1123,50.0,0,16642.0,1742.0,4,1,1
1124,60.0,1,17746.0,2126.0,4,1,1
1125,48.0,1,14342.0,922.0,11,3,1
1126,30.0,0,12096.0,178.0,4,1,1
1127,45.0,1,13479.0,549.0,4,1,1
1128,45.0,0,17250.0,1962.0,4,1,1
1129,30.0,1,13737.0,647.0,4,1,1
1130,30.0,1,18214.0,2258.0,4,1,1
1131,40.0,1,17127.0,1671.0,12,3,1
1132,35.0,1,16324.0,1629.0,4,1,1
1133,40.0,0,14739.0,1052.0,4,1,1
1134,25.0,0,14078.0,779.0,4,1,1
1135,20.0,1,16364.0,1639.0,4,1,1
1136,44.0,1,15434.0,1344.0,21,6,1
1137,45.0,0,19529.0,2565.0,4,1,1
1138,45.0,1,17351.0,1996.0,4,1,1
1139,30.0,1,17152.0,1929.0,4,1,1
1140,30.0,0,18547.0,2339.0,4,1,1
1141,40.0,1,21754.0,2862.0,4,1,1
1142,39.0,1,14161.0,777.0,8,2,1
1143,15.0,1,16383.0,1647.0,4,1,1
1144,37.0,1,10841.0,952.0,12,3,1
1145,55.0,1,22499.0,2922.0,4,1,1
1146,39.0,0,15609.0,1316.0,8,2,1
1147,40.0,1,13325.0,498.0,4,1,1
1148,38.0,0,17373.0,1782.0,16,6,1
1149,40.0,1,13151.0,446.0,4,1,1
1150,43.0,0,20021.0,3006.0,7,2,1
1151,25.0,1,16494.0,1690.0,4,1,1
1152,50.0,1,18624.0,2357.0,4,1,1
1153,42.0,1,11688.0,1920.0,8,2,1
1154,35.0,1,13025.0,402.0,4,1,1
1155,25.0,0,19909.0,2650.0,4,1,1
1156,45.0,1,16299.0,1614.0,4,1,1
1157,60.0,1,11946.0,150.0,4,1,1
1158,33.0,1,15978.0,1702.0,7,2,1
1159,30.0,0,18582.0,2344.0,4,1,1
1160,40.0,1,18141.0,2239.0,4,1,1
1161,45.0,0,17155.0,1931.0,4,1,1
1162,35.0,0,15871.0,1440.0,4,1,1
1163,25.0,0,14842.0,1087.0,4,1,1
1164,40.0,1,17442.0,2031.0,4,1,1
1165,49.0,1,15381.0,1402.0,7,2,1
1166,35.0,1,16593.0,1722.0,4,1,1
1167,30.0,0,15838.0,1404.0,12,3,1
1168,39.0,1,15409.0,1516.0,31,12,1
